Index,model_name,brand_En,brand_Ch,model,price_interval,price,type,screen,tag,device,pixel
85694,:BOWAY U5,BOWAY,邦华,U5,500-999,899,手机,4.5-3.1英寸,,双卡双待,854x480
85695,:BOWAY U9,BOWAY,邦华,U9,1000-1999,1699,手机,5.0-4.6英寸,,双卡双待,1280x720
85696,:BOWAY V100,BOWAY,邦华,V100,1000-1999,1499,手机,5.5-5.1英寸,,双卡双待,1280x720
85697,:BOWAY V2,BOWAY,邦华,V2,1000-1999,1298,手机,4.5-3.1英寸,,双卡双待,800x480
85698,:BOWAY V70,BOWAY,邦华,V70,1000-1999,1499,手机,4.5-3.1英寸,,双卡双待,854x480
85699,:BOWAY V9,BOWAY,邦华,V9,500-999,699,手机,5.0-4.6英寸,,双卡双待,960x540
85700,:BOWAY_U7,BOWAY,邦华,U7,500-999,799,手机,4.5-3.1英寸,,双卡双待,854x480
85701,:BOWAY_V95,BOWAY,邦华,V95,1000-1999,1099,手机,5.0-4.6英寸,,双卡双待,1280x720
85702,:BOWAY_V95Pro,BOWAY,邦华,V95 Pro,1000-1999,1699,手机,5.0-4.6英寸,,双卡双待,1280x720
85703,BOWAY U9,BOWAY,邦华,U9,1000-1999,1699,手机,5.0-4.6英寸,,双卡双待,1280x720
85704,BOWAY:BOWAY U9,BOWAY,邦华,U9,1000-1999,1699,手机,5.0-4.6英寸,,双卡双待,1280x720
85705,BOWAY:BOWAY_U7,BOWAY,邦华,U7,500-999,799,手机,4.5-3.1英寸,,双卡双待,854x480
85706,BOWAY:BOWAY_V95,BOWAY,邦华,V95,1000-1999,1099,手机,5.0-4.6英寸,,双卡双待,1280x720
85707,BOWAY:BOWAY_V95Pro,BOWAY,邦华,V95 Pro,1000-1999,1699,手机,5.0-4.6英寸,,双卡双待,1280x720
85708,BOWAY:i6,BOWAY,邦华,I6,1000-1999,1299,手机,4.5-3.1英寸,,双卡双待,800x480
85709,BOWAY:U9,BOWAY,邦华,U9,1000-1999,1699,手机,5.0-4.6英寸,,双卡双待,1280x720
85710,BOWAY:V100,BOWAY,邦华,V100,1000-1999,1499,手机,5.5-5.1英寸,,双卡双待,1280x720
85711,BOWAY:V3,BOWAY,邦华,V3,1-499,499,手机,4.5-3.1英寸,,双卡双待,800x480
85712,BOWAY_U7,BOWAY,邦华,U7,500-999,799,手机,4.5-3.1英寸,,双卡双待,854x480
85713,BOWAY_V95,BOWAY,邦华,V95,1000-1999,1099,手机,5.0-4.6英寸,,双卡双待,1280x720
85714,BOWAY_V95Pro,BOWAY,邦华,V95 Pro,1000-1999,1699,手机,5.0-4.6英寸,,双卡双待,1280x720
85715,boruishiji:BROR W65,BROR,铂锐,W65,500-999,599,手机,5.0-4.6英寸,,双卡双待,
85716,Cherry Mobile:Q890,CherryMobile,CherryMobile,Q890,,,手机,4.5-3.1英寸,,双卡双待,
85717,CMCC:M823,CMCC,中国移动,N1 max,1000-1999,1498,手机,5.5-5.1英寸,,8核芯片，NFC芯片，双卡双待,1920x1080
85718,CMDC:M601,CMCC,中国移动,M601,1-499,199,手机,4.5-3.1英寸,,,800x480
85719,CMDC:M623C,CMCC,中国移动,A1,500-999,598,手机,5.0-4.6英寸,,双卡双待,1280x720
85720,CMDC:M701,CMCC,中国移动,M701,1-499,299,手机,5.0-4.6英寸,,,1280x720
85721,CMDC:M811,CMCC,中国移动,M811,500-999,699,手机,5.0-4.6英寸,,NFC芯片,1280x720
85722,CMDC:M812C,CMCC,中国移动,M812C,500-999,999,手机,5.5-5.1英寸,,陀螺仪，NFC芯片,
85723,CMDC:M821,CMCC,中国移动,N1,500-999,999,手机,5.0-4.6英寸,美颜，摄影,陀螺仪，NFC芯片，双卡双待,1280x720
85724,CMDC:M821H,CMCC,中国移动,N1,500-999,999,手机,5.0-4.6英寸,美颜，摄影,陀螺仪，NFC芯片，双卡双待,1280x720
85725,M821,CMCC,中国移动,N1,500-999,999,手机,5.0-4.6英寸,美颜，摄影,陀螺仪，NFC芯片，双卡双待,1280x720
85726,Hisense:China Mobile_M821,CMCC,中国移动,N1,500-999,999,手机,5.0-4.6英寸,美颜，摄影,陀螺仪，NFC芯片，双卡双待,1280x720
85727,CMDC:M823,CMCC,中国移动,N1 max,1000-1999,1498,手机,5.5-5.1英寸,,8核芯片，NFC芯片，双卡双待,1920x1080
85728,:8150,Coolpad,酷派,8150,1-499,398,手机,4.5-3.1英寸,,,800x480
85729,:8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85730,:Coolpad 5109,Coolpad,酷派,5109,1-499,420,手机,4.5-3.1英寸,,,480x320
85731,:Coolpad 5200S,Coolpad,酷派,5200S,1-499,210,手机,4.5-3.1英寸,,双卡双待,800x480
85732,:Coolpad 5216D,Coolpad,酷派,5216D,1-499,300,手机,4.5-3.1英寸,高性价比,双卡双待,800x480
85733,:Coolpad 5217,Coolpad,酷派,5217,1-499,250,手机,4.5-3.1英寸,,双卡双待,800x480
85734,:Coolpad 5219,Coolpad,酷派,5219,1-499,420,手机,5.0-4.6英寸,,双卡双待,854x480
85735,:Coolpad 5310,Coolpad,酷派,5310,1-499,240,手机,4.5-3.1英寸,,双卡双待,854x480
85736,:Coolpad 5311,Coolpad,酷派,5311,1-499,410,手机,5.0-4.6英寸,,双卡双待,854x480
85737,:Coolpad 5315,Coolpad,酷派,5315,500-999,530,手机,5.5-5.1英寸,,,854x480
85738,:Coolpad 5956,Coolpad,酷派,5956,500-999,700,手机,5.5-5.1英寸,,双卡双待,1080x720
85739,:Coolpad 7060,Coolpad,酷派,7060,500-999,620,手机,4.5-3.1英寸,,双卡双待,800x480
85740,:Coolpad 7060S,Coolpad,酷派,7060S,1-499,200,手机,4.5-3.1英寸,,双卡双待,800x480
85741,:Coolpad 7105,Coolpad,酷派,7105,1-499,293,手机,4.5-3.1英寸,,双卡双待,854x480
85742,:Coolpad 7231,Coolpad,酷派,7231,1-499,299,手机,4.5-3.1英寸,,双卡双待,800x480
85743,:Coolpad 7232,Coolpad,酷派,7372,1-499,386,手机,4.5-3.1英寸,,双卡双待,
85744,:Coolpad 7235,Coolpad,酷派,7235,1-499,320,手机,4.5-3.1英寸,,双卡双待,800x480
85745,:Coolpad 7251,Coolpad,酷派,7251,1-499,300,手机,5.0-4.6英寸,,双卡双待,854x480
85746,:Coolpad 7270,Coolpad,酷派,7270,500-999,500,手机,5.0-4.6英寸,,双卡双待,854x480
85747,:Coolpad 7270_W00,Coolpad,酷派,7270-W00,1-499,475,手机,5.0-4.6英寸,,双卡双待,854x480
85748,:Coolpad 7275,Coolpad,酷派,7275,1-499,400,手机,5.5-5.1英寸,,双卡双待,854x480
85749,:Coolpad 7290,Coolpad,酷派,旋影90w,500-999,620,手机,4.5-3.1英寸,,双卡双待,
85750,:Coolpad 7295+,Coolpad,酷派,7295+,500-999,880,手机,5.0-4.6英寸,,双卡双待,960x540
85751,:Coolpad 7295A,Coolpad,酷派,7295A青春版,1-499,480,手机,5.0-4.6英寸,,双卡双待,
85752,:Coolpad 7295C,Coolpad,酷派,7295C,500-999,530,手机,5.5-5.1英寸,,双卡双待,
85753,:Coolpad 7296,Coolpad,酷派,7296,500-999,968,手机,5.5-5.1英寸,,双卡双待,960x540
85754,:Coolpad 7296S,Coolpad,酷派,7296S,500-999,560,手机,5.5-5.1英寸,,双卡双待,960x540
85755,:Coolpad 7298A,Coolpad,酷派,春雷HD,1-499,440,手机,5.5-5.1英寸,,双卡双待,1280x720
85756,:Coolpad 7298D,Coolpad,酷派,7298D,1-499,449,手机,5.5-5.1英寸,,双卡双待,1280x720
85757,:Coolpad 8017-T00,Coolpad,酷派,8017-T00,1-499,290,手机,4.5-3.1英寸,,,800x480
85758,:Coolpad 8021,Coolpad,酷派,8021,1-499,270,手机,4.5-3.1英寸,,,800x480
85759,:Coolpad 8056,Coolpad,酷派,8056,1-499,230,手机,4.5-3.1英寸,,双卡双待,480x320
85760,:Coolpad 8076,Coolpad,酷派,8076,1-499,200,手机,4.5-3.1英寸,,双卡双待,800x480
85761,:Coolpad 8079,Coolpad,酷派,8079,1-499,250,手机,5.0-4.6英寸,,双卡双待,854x480
85762,:Coolpad 8089,Coolpad,酷派,8089,1-499,400,手机,5.0-4.6英寸,,双卡双待,854x480
85763,:Coolpad 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85764,:Coolpad 8297_4.4,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85765,:Coolpad 8297-C00,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85766,:Coolpad 8297D,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85767,:Coolpad 8297D_4.4,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85768,:Coolpad 8297-T01,Coolpad,酷派,大神F1Plus,500-999,650,手机,5.0-4.6英寸,美颜,双卡双待,
85769,:Coolpad 8297W,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,高性价比,8核芯片，双卡双待,
85770,:Coolpad 8297W_4.4,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85771,:Coolpad 8297W-S01,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85772,:Coolpad 8297电信定制,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85773,:Coolpad 8670,Coolpad,酷派,大神Note,500-999,600,手机,5.5-5.1英寸,高性价比,双卡双待,
85774,:Coolpad 8675,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85775,:Coolpad 8675-A,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85776,:Coolpad 8675-FHD,Coolpad,酷派,大神F2全高清版,500-999,780,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85777,:Coolpad 8675-HD,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85778,:Coolpad 8702D,Coolpad,酷派,8702D,1-499,298,手机,4.5-3.1英寸,,,854x480
85779,:Coolpad 8705,Coolpad,酷派,8705,1-499,459,手机,5.0-4.6英寸,高性价比,8核芯片，双卡双待,854x480
85780,:Coolpad 8707,Coolpad,酷派,8707,1-499,309,手机,4.5-3.1英寸,,,854x480
85781,:Coolpad 8720L,Coolpad,酷派,8720L,1-499,490,手机,5.0-4.6英寸,,,1280x720
85782,:Coolpad 8750,Coolpad,酷派,8750,1-499,466,手机,5.5-5.1英寸,,,
85783,:Coolpad 9190L,Coolpad,酷派,9190l,500-999,790,手机,6.0-5.6英寸,摄影,NFC芯片，双卡双待,
85784,:Coolpad 9976A,Coolpad,酷派,9976A,500-999,988,手机,6.0英寸以上,摄影,8核芯片，陀螺仪，NFC芯片，双卡双待,
85785,:COOLPAD Coolpad 8720L,Coolpad,酷派,8720L,1-499,490,手机,5.0-4.6英寸,,,1280x720
85786,:Coolpad SK1-01,Coolpad,酷派,ivvi K1 mini,1000-1999,1099,手机,5.0-4.6英寸,美颜,,
85787,:Coolpad Y60-C1,Coolpad,酷派,Y60-C1,1-499,470,手机,5.5-5.1英寸,,,960x540
85788,:Coolpad Y80D,Coolpad,酷派,锋尚,500-999,740,手机,5.5-5.1英寸,高性价比,双卡双待,960x540
85789,:Coolpad 大神F2全高清版(8675-FHD),Coolpad,酷派,大神F2全高清版,500-999,780,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85790,:Coolpad 锋尚Y80D,Coolpad,酷派,锋尚,500-999,740,手机,5.5-5.1英寸,高性价比,双卡双待,960x540
85791,:coolpad_8297w,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85792,:Coolpad7295,Coolpad,酷派,7295,500-999,500,手机,5.0-4.6英寸,,双卡双待,960x540
85793,:CoolPad8012,Coolpad,酷派,8012,1-499,259,手机,4.5-3.1英寸,,,480x320
85794,:Coolpad8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85795,:Coolpad8297_4.4,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85796,:Coolpad-8297-T01,Coolpad,酷派,大神F1Plus,500-999,650,手机,5.0-4.6英寸,美颜,双卡双待,
85797,:Coolpad8750,Coolpad,酷派,8750,1-499,466,手机,5.5-5.1英寸,,,
85798,:YULONG Coolpad 9190L,Coolpad,酷派,9190l,500-999,790,手机,6.0-5.6英寸,摄影,NFC芯片，双卡双待,
85799,:YULONG Coolpad8750,Coolpad,酷派,8750,1-499,466,手机,5.5-5.1英寸,,,
85800,:酷派8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85801,:酷派8297定制版,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85802,:酷派大神F1,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85803,3G:Coolpad 8750,Coolpad,酷派,8750,1-499,466,手机,5.5-5.1英寸,,,
85804,4G:8675-HD,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85805,4G:Coolpad 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85806,4G:Coolpad 8720L,Coolpad,酷派,8720L,1-499,490,手机,5.0-4.6英寸,,,1280x720
85807,4G:Coolpad F1 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85808,4G:大神F2,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85809,4G:酷派大神F2,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85810,android:Coolpad8750,Coolpad,酷派,8750,1-499,466,手机,5.5-5.1英寸,,,
85811,Baidu:Coolpad 5890,Coolpad,酷派,5890,500-999,788,手机,4.5-3.1英寸,,,960x540
85812,Baidu:Coolpad 5891,Coolpad,酷派,5891,1-499,340,手机,4.5-3.1英寸,,双卡双待,960x540
85813,Baidu:Coolpad 5950,Coolpad,酷派,5950,500-999,899,手机,5.5-5.1英寸,,,960x540
85814,Baidu:Coolpad 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85815,Baidu:Coolpad 8297W,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85816,Baidu:Coolpad 8720L,Coolpad,酷派,8720L,1-499,490,手机,5.0-4.6英寸,,,1280x720
85817,BBK:Coolpad 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85818,China Unicom:Coolpad 7236,Coolpad,酷派,7236,1-499,369,手机,4.5-3.1英寸,,双卡双待,854x480
85819,China_Telecom:Coolpad 5218D,Coolpad,酷派,5218D,1-499,400,手机,4.5-3.1英寸,,双卡双待,854x480
85820,Coolpad 5956,Coolpad,酷派,5956,500-999,700,手机,5.5-5.1英寸,,双卡双待,1080x720
85821,Coolpad 7105,Coolpad,酷派,7105,1-499,293,手机,4.5-3.1英寸,,双卡双待,854x480
85822,Coolpad 7231,Coolpad,酷派,7231,1-499,299,手机,4.5-3.1英寸,,双卡双待,800x480
85823,Coolpad 7295A,Coolpad,酷派,7295A青春版,1-499,480,手机,5.0-4.6英寸,,双卡双待,
85824,Coolpad 8017-T00,Coolpad,酷派,8017-T00,1-499,290,手机,4.5-3.1英寸,,,800x480
85825,Coolpad 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85826,Coolpad 8297-C00,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85827,Coolpad 8297D,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85828,Coolpad 8297-T01,Coolpad,酷派,大神F1Plus,500-999,650,手机,5.0-4.6英寸,美颜,双卡双待,
85829,Coolpad 8297-T01:,Coolpad,酷派,大神F1Plus,500-999,650,手机,5.0-4.6英寸,美颜,双卡双待,
85830,Coolpad 8297W,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85831,Coolpad 8297-W01,Coolpad,酷派,大神F1Plus,500-999,570,手机,5.0-4.6英寸,美颜，高性价比,双卡双待,
85832,Coolpad 8675,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85833,Coolpad 8675-A,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85834,Coolpad 8675-FHD,Coolpad,酷派,大神F2全高清版,500-999,780,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85835,Coolpad 8675-HD,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85836,Coolpad 8675-W00,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85837,Coolpad 8690,Coolpad,酷派,大神X7,1000-1999,1000,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85838,Coolpad 8690_T00,Coolpad,酷派,大神X7,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85839,Coolpad 8707,Coolpad,酷派,8707,1-499,309,手机,4.5-3.1英寸,,,854x480
85840,Coolpad 8717,Coolpad,酷派,8717,1-499,400,手机,5.0-4.6英寸,,双卡双待,854x480
85841,coolpad 8720l,Coolpad,酷派,8720L,1-499,490,手机,5.0-4.6英寸,,,1280x720
85842,coolpad 9190l,Coolpad,酷派,9190l,500-999,790,手机,6.0-5.6英寸,摄影,NFC芯片，双卡双待,
85843,Coolpad S6-NT,Coolpad,酷派,ivvi S6,2000-3999,2588,手机,5.5-5.1英寸,美颜，摄影,8核芯片，双卡双待,
85844,Coolpad SK1-01,Coolpad,酷派,ivvi K1 mini,1000-1999,1099,手机,5.0-4.6英寸,美颜,,
85845,Coolpad T2-00,Coolpad,酷派,锋尚Pro,1000-1999,1200,手机,5.5-5.1英寸,美颜，摄影,8核芯片，NFC芯片，指纹识别，双卡双待,1280x720
85846,Coolpad V1-C,Coolpad,酷派,大观铂顿,2000-3999,3400,手机,6.0-5.6英寸,摄影,NFC芯片，双卡双待,2560x1440
85847,Coolpad Y80D,Coolpad,酷派,锋尚,500-999,740,手机,5.5-5.1英寸,高性价比,双卡双待,960x540
85848,Coolpad Y82-520,Coolpad,酷派,锋尚2,1000-1999,1399,手机,5.5-5.1英寸,,指纹识别，双卡双待,960x540
85849,Coolpad Y82-820,Coolpad,酷派,锋尚2,1000-1999,1399,手机,5.5-5.1英寸,,指纹识别，双卡双待,960x540
85850,Coolpad 大神F1:,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85851,Coolpad:8190Q,Coolpad,酷派,8190Q,500-999,548,手机,4.5-3.1英寸,,,960x540
85852,Coolpad:8295,Coolpad,酷派,8295,500-999,590,手机,5.0-4.6英寸,,双卡双待,960x540
85853,Coolpad:8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85854,Coolpad:8297 时尚版,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85855,Coolpad:8297.,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85856,Coolpad:8297D定制版,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85857,Coolpad:8297-T01,Coolpad,酷派,大神F1Plus,500-999,650,手机,5.0-4.6英寸,美颜,双卡双待,
85858,Coolpad:8675-FHD,Coolpad,酷派,大神F2全高清版,500-999,780,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85859,Coolpad:8675-HD,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85860,Coolpad:8676-A01,Coolpad,酷派,大神Note3,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
85861,QiKU:8676-A01,Coolpad,酷派,大神Note3,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
85862,8676-A01,Coolpad,酷派,大神Note3,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
85863,QiKU:8676-M01,Coolpad,酷派,大神Note3,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
85864,8676-M01,Coolpad,酷派,大神Note3,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
85865,Coolpad:8676-M01,Coolpad,酷派,大神Note3,1000-1999,1099,手机,5.5-5.1英寸,美颜，摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
85866,Coolpad:8750,Coolpad,酷派,8750,1-499,466,手机,5.5-5.1英寸,,,
85867,Coolpad:Coolpad 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85868,Coolpad:Coolpad 8297_4.4,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85869,Coolpad:Coolpad 8297D,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85870,Coolpad:Coolpad 8297W,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85871,Coolpad:Coolpad 8720L,Coolpad,酷派,8720L,1-499,490,手机,5.0-4.6英寸,,,1280x720
85872,Coolpad:Y71-811,Coolpad,酷派,锋尚Air,500-999,899,手机,5.0-4.6英寸,,双卡双待,950x540
85873,Coolpad:大神F1,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85874,coolpad:酷派8297定制版,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85875,coolpad8750,Coolpad,酷派,8750,1-499,466,手机,5.5-5.1英寸,,,
85876,Coolpad大神F1:,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85877,CP:Coolpad8675-FHD,Coolpad,酷派,大神F2全高清版,500-999,780,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85878,Hisense:Coolpad 8720L,Coolpad,酷派,8720L,1-499,490,手机,5.0-4.6英寸,,,1280x720
85879,HUAWEI:Coolpad 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85880,Huawei:Coolpad 8297_4.4,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85881,HUAWEI:Coolpad 8297W,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85882,HUAWEI:Coolpad8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85883,mediatek:Coolpad 8297_4.4,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85884,Meizu:Coolpad 8675-W00,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85885,unknow:Coolpad 8297-T01,Coolpad,酷派,大神F1Plus,500-999,650,手机,5.0-4.6英寸,美颜,双卡双待,
85886,Xiaomi:Coolpad 8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85887,Xiaomi:Coolpad 8297D,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85888,Xiaomi:Coolpad 8297W,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85889,Xiaomi:Coolpad 8297-W01,Coolpad,酷派,大神F1Plus,500-999,570,手机,5.0-4.6英寸,美颜，高性价比,双卡双待,
85890,Xiaomi:Coolpad 8675-A,Coolpad,酷派,大神F2,500-999,670,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85891,Xiaomi:Coolpad8297,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85892,Xiaomi:Coolpad8297W,Coolpad,酷派,大神F1,500-999,650,手机,5.0-4.6英寸,,,
85893,YU:Coolpad8675-FHD,Coolpad,酷派,大神F2全高清版,500-999,780,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85894,YuLong:5832,Coolpad,酷派,5832,500-999,600,手机,4.5-3.1英寸,,双卡双待,480x320
85895,YuLong:5860A,Coolpad,酷派,5860A,1-499,349,手机,4.5-3.1英寸,,,
85896,YuLong:5860S,Coolpad,酷派,5860S,500-999,699,手机,4.5-3.1英寸,,,800x480
85897,YuLong:5876,Coolpad,酷派,5876,1-499,380,手机,4.5-3.1英寸,,双卡双待,960x540
85898,YuLong:5910,Coolpad,酷派,5910,500-999,818,手机,4.5-3.1英寸,,双卡双待,800x480
85899,YuLong:7230-B,Coolpad,酷派,7230,1-499,380,手机,4.5-3.1英寸,,双卡双待,800x480
85900,YuLong:7260,Coolpad,酷派,7260,1-499,399,手机,4.5-3.1英寸,,双卡双待,800x480
85901,yulong:8020,Coolpad,酷派,8020,1-499,299,手机,4.5-3.1英寸,,,480x320
85902,yulong:8060,Coolpad,酷派,8060,1-499,320,手机,4.5-3.1英寸,,,800x480
85903,YuLong:8085,Coolpad,酷派,8085,1-499,300,手机,5.0-4.6英寸,,,854x480
85904,YuLong:8085N,Coolpad,酷派,8085n,1-499,299,手机,5.0-4.6英寸,,,
85905,YuLong:8150D,Coolpad,酷派,8150D,1-499,360,手机,4.5-3.1英寸,,,800x480
85906,YuLong:8185,Coolpad,酷派,8185,500-999,520,手机,4.5-3.1英寸,,双卡双待,960x540
85907,YuLong:8190,Coolpad,酷派,8190,1-499,498,手机,4.5-3.1英寸,,,960x540
85908,YuLong:8190Q,Coolpad,酷派,8190Q,500-999,548,手机,4.5-3.1英寸,,,960x540
85909,YuLong:8195,Coolpad,酷派,8195,500-999,550,手机,5.0-4.6英寸,,双卡双待,960x480
85910,YuLong:8295,Coolpad,酷派,8295,500-999,590,手机,5.0-4.6英寸,,双卡双待,960x540
85911,YuLong:8675-FHD,Coolpad,酷派,大神F2全高清版,500-999,780,手机,5.5-5.1英寸,摄影，高性价比,8核芯片，陀螺仪，双卡双待,
85912,YuLong:8720,Coolpad,酷派,8720,500-999,700,手机,5.0-4.6英寸,,,
85913,YuLong:Coolpad 5200,Coolpad,酷派,5200,1-499,240,手机,4.5-3.1英寸,,双卡双待,800x480
85914,YuLong:Coolpad 5216S,Coolpad,酷派,5216s,1-499,469,手机,4.5-3.1英寸,,,800x480
85915,Yulong:Coolpad 5263,Coolpad,酷派,5263,1-499,399,手机,5.0-4.6英寸,,,854x480
85916,Yulong:Coolpad 5313S,Coolpad,酷派,5313S,1-499,390,手机,4.5-3.1英寸,,双卡双待,854x480
85917,Yulong:Coolpad 5316,Coolpad,酷派,5316,1-499,410,手机,5.0-4.6英寸,,双卡双待,854x480
85918,YuLong:Coolpad 5872,Coolpad,酷派,5872,1-499,420,手机,5.0-4.6英寸,,双卡双待,1280x720
