Index,model_name,brand_En,brand_Ch,model,price_interval,price,type,screen,tag,device,pixel
96879,IVVI I3-01,Coolpad,酷派,ivvi i3,2000-3999,2499,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96880,YULONG:IVVI SS1-03,Coolpad,酷派,ivvi 小i Plus,1000-1999,1999,手机,5.0-4.6英寸,,双卡双待,
96881,IVVI SS1-03,Coolpad,酷派,ivvi 小i Plus,1000-1999,1999,手机,5.0-4.6英寸,,双卡双待,
96882,LEMOBILE:LE X820,LETV,乐视,乐Max 2,1000-1999,1499,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,2560x1440
96883,LE X820,LETV,乐视,乐Max 2,1000-1999,1499,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,2560x1440
96884,LEECO:LE X820,LETV,乐视,乐Max 2,1000-1999,1499,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,2560x1440
96885,LEMOBILE:LE X821,LETV,乐视,乐Max 2,1000-1999,1499,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,2560x1440
96886,LEMOBILE:LE X520,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96887,LE X520,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96888,LEECO:LE X520,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96889,:LE X520,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96890,Letv:Le X520,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96891,小米:LE X520,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96892,LEMOBILE:LE X528,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96893,LE X528,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96894,Le X528,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96895,Letv:Le X528,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96896,LETV:LE X528,LETV,乐视,乐2,1000-1999,1180,手机,5.5-5.1英寸,音乐，摄影,陀螺仪，指纹识别，双卡双待,1920x1080
96897,:LENOVO K32C36,Lenovo,联想,乐檬3,500-999,730,手机,5.0-4.6英寸,,8核芯片，双卡双待,1920x1080
96898,LENOVO:LENOVO K32C36,Lenovo,联想,乐檬3,500-999,730,手机,5.0-4.6英寸,,8核芯片，双卡双待,1920x1080
96899,LENOVO K32C36,Lenovo,联想,乐檬3,500-999,730,手机,5.0-4.6英寸,,8核芯片，双卡双待,1920x1080
96900,\N:LENOVO K32C36,Lenovo,联想,乐檬3,500-999,730,手机,5.0-4.6英寸,,8核芯片，双卡双待,1920x1080
96901,\N:Lenovo K32c36,Lenovo,联想,乐檬3,500-999,730,手机,5.0-4.6英寸,,8核芯片，双卡双待,1920x1080
96902,HUAWEI:LENOVO K32C36,Lenovo,联想,乐檬3,500-999,730,手机,5.0-4.6英寸,,8核芯片，双卡双待,1920x1080
96903,MEITU:MP1503,Meitu,美图,M6,2000-3999,2399,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
96904,MEITU:MP1504,Meitu,美图,M6,2000-3999,2399,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
96905,:MEITU V4S,Meitu,美图,V4s,2000-3999,3499,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1920x1080
96906,MEITU:MEITU V4S,Meitu,美图,V4s,2000-3999,3499,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1920x1080
96907,Meitu:Meitu V4s,Meitu,美图,V4s,2000-3999,3499,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1920x1080
96908,MEITU V4S,Meitu,美图,V4s,2000-3999,3499,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1920x1080
96909,Meitu V4s,Meitu,美图,V4s,2000-3999,3499,手机,5.0-4.6英寸,摄影,8核芯片，双卡双待,1920x1080
96910,MEIZU:M688C,MEIZU,魅族,魅蓝3,500-999,799,手机,5.0-4.6英寸,,8核芯片，陀螺仪,1280x720
96911,MEIZU:M3S,MEIZU,魅族,魅蓝3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片,1280x720
96912,NUBIA:NX529J,Nubia,努比亚,Z11 mini,1000-1999,1499,手机,5.0-4.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96913,Nubia:NX529J,Nubia,努比亚,Z11 mini,1000-1999,1499,手机,5.0-4.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96914,ZTE:NX529J,Nubia,努比亚,Z11 mini,1000-1999,1499,手机,5.0-4.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96915,NX529J:nubia,Nubia,努比亚,Z11 mini,1000-1999,1499,手机,5.0-4.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96916,nubia:nx529j,Nubia,努比亚,Z11 mini,1000-1999,1499,手机,5.0-4.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96917,NUBIA:NX523J_V1,Nubia,努比亚,Z11 Max,1000-1999,1999,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,
96918,QIKU:1503-M02,Qiku,奇酷,N4,500-999,999,手机,5.5-5.1英寸,,8核芯片,
96919,SAMSUNG:SM-J7109,Samsung,三星,2016版 Galaxy J7,1000-1999,1568,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，NFC芯片，双卡双待,
96920,SM-J7109,Samsung,三星,2016版 Galaxy J7,1000-1999,1568,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，NFC芯片，双卡双待,
96921,SAMSUNG:SM-J7108,Samsung,三星,2016版 Galaxy J7,1000-1999,1568,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，NFC芯片，双卡双待,
96922,SAMSUNG:SM-J5108,Samsung,三星,2016版 Galaxy J5,1000-1999,1249,手机,5.0-4.6英寸,美颜，高性价比,NFC芯片，双卡双待,
96923,三星:J5108,Samsung,三星,2016版 Galaxy J5,1000-1999,1249,手机,5.0-4.6英寸,美颜，高性价比,NFC芯片，双卡双待,
96924,三星 GALAXY:J7108,Samsung,三星,2016版 Galaxy J7,1000-1999,1568,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，NFC芯片，双卡双待,
96925,三星GALAXY J7108:,Samsung,三星,2016版 Galaxy J7,1000-1999,1568,手机,5.5-5.1英寸,美颜，摄影，高性价比,8核芯片，NFC芯片，双卡双待,
96926,SAMSUNG:SM-A9100,Samsung,三星,2016版 Galaxy A9 高配版,2000-3999,2999,手机,5.5-5.1英寸,摄影,8核芯片，NFC芯片，指纹识别，双卡双待,
96927,Samsung:SM-A9100,Samsung,三星,2016版 Galaxy A9 高配版,2000-3999,2999,手机,5.5-5.1英寸,摄影,8核芯片，NFC芯片，指纹识别，双卡双待,
96928,SAMSUNG:SM-J3110,Samsung,三星,Galaxy J3 Pro,500-999,869,手机,5.0-4.6英寸,,NFC芯片，双卡双待,1280x720
96929,SM-J3110,Samsung,三星,Galaxy J3 Pro,500-999,869,手机,5.0-4.6英寸,,NFC芯片，双卡双待,1280x720
96930,SAMSUNG:SM-J3119,Samsung,三星,Galaxy J3 Pro,500-999,869,手机,5.0-4.6英寸,,NFC芯片，双卡双待,1280x720
96931,SM-J3119,Samsung,三星,Galaxy J3 Pro,500-999,869,手机,5.0-4.6英寸,,NFC芯片，双卡双待,1280x720
96932,SAMSUNG:SM-C5000,Samsung,三星,Galaxy C5,2000-3999,2130,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,1920x1080
96933,SAMSUNG:GALAXY C5 SM-C5000,Samsung,三星,Galaxy C5,2000-3999,2130,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,1920x1080
96934,Samsung:Galaxy C5 SM-C5000,Samsung,三星,Galaxy C5,2000-3999,2130,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,1920x1080
96935,XIAOMI:REDMI 3,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96936,REDMI 3,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96937,MI:Redmi 3,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96938,REDMI 3:,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96939,红米3:REDMI 3,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96940,XIAOMI:REDMI 3（高配）,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96941,Redmi 3:,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96942,Xiaomi:redmi 3,Xiaomi,小米,红米3,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96943,XIAOMI:MI MAX,Xiaomi,小米,Max,1000-1999,1600,手机,6.0英寸以上,摄影,NFC芯片，指纹识别，双卡双待,1920x1080
96944,MI:MI MAX,Xiaomi,小米,Max,1000-1999,1600,手机,6.0英寸以上,摄影,NFC芯片，指纹识别，双卡双待,1920x1080
96945,Xiaomi:MI Max,Xiaomi,小米,Max,1000-1999,1600,手机,6.0英寸以上,摄影,NFC芯片，指纹识别，双卡双待,1920x1080
96946,:XIAOMI MAX,Xiaomi,小米,Max,1000-1999,1600,手机,6.0英寸以上,摄影,NFC芯片，指纹识别，双卡双待,1920x1080
96947,小米MAX:,Xiaomi,小米,Max,1000-1999,1600,手机,6.0英寸以上,摄影,NFC芯片，指纹识别，双卡双待,1920x1080
96948,小米MAX:MI 4LTE,Xiaomi,小米,Max,1000-1999,1600,手机,6.0英寸以上,摄影,NFC芯片，指纹识别，双卡双待,1920x1080
96949,:小米MAX,Xiaomi,小米,Max,1000-1999,1600,手机,6.0英寸以上,摄影,NFC芯片，指纹识别，双卡双待,1920x1080
96950,XIAOMI:REDMI 3S,Xiaomi,小米,红米3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1280x720
96951,REDMI 3S,Xiaomi,小米,红米3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1280x720
96952,Redmi 3S,Xiaomi,小米,红米3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1280x720
96953,xiaomi:Redmi 3s,Xiaomi,小米,红米3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1280x720
96954,HTC:Redmi 3S,Xiaomi,小米,红米3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1280x720
96955,红米3s:,Xiaomi,小米,红米3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1280x720
96956,红米3S:,Xiaomi,小米,红米3S,500-999,699,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,1280x720
96957,XIAOMI:REDMI 3X,Xiaomi,小米,红米3X,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96958,红米3X:,Xiaomi,小米,红米3X,500-999,900,手机,5.0-4.6英寸,美颜，摄影,8核芯片，双卡双待,1280x720
96959,ONEPLUS A3000,OnePlus,一加,3,2000-3999,2499,手机,5.5-5.1英寸,摄影,陀螺仪，NFC芯片，双卡双待,
96960,ONEPLUS:ONEPLUS A3000,OnePlus,一加,3,2000-3999,2499,手机,5.5-5.1英寸,摄影,陀螺仪，NFC芯片，双卡双待,
96961,ZTE A2017,ZTE,中兴,AXON天机7,2000-3999,3299,手机,5.5-5.1英寸,音乐，摄影,指纹识别，双卡双待,
96962,ZTE:ZTE A2017,ZTE,中兴,AXON天机7,2000-3999,3299,手机,5.5-5.1英寸,音乐，摄影,指纹识别，双卡双待,
96963,ZTE:ZTE BV0720,ZTE,中兴,Blade A2,500-999,599,手机,5.0-4.6英寸,,8核芯片，指纹识别，双卡双待,1280x720
96964,ZTE BV0720,ZTE,中兴,Blade A2,500-999,599,手机,5.0-4.6英寸,,8核芯片，指纹识别，双卡双待,1280x720
96965,:ZTE BV0720T,ZTE,中兴,Blade A2,500-999,599,手机,5.0-4.6英寸,,8核芯片，指纹识别，双卡双待,1280x720
96966,ZTE:ZTE BA910T,ZTE,中兴,Blade BA910,1000-1999,1999,手机,5.5-5.1英寸,音乐,8核芯片，陀螺仪，指纹识别，双卡双待,1280x720
96967,ZTE:ZTE BA910,ZTE,中兴,Blade BA910,1000-1999,1999,手机,5.5-5.1英寸,音乐,8核芯片，陀螺仪，指纹识别，双卡双待,1280x720
96968,ZTE BA910,ZTE,中兴,Blade BA910,1000-1999,1999,手机,5.5-5.1英寸,音乐,8核芯片，陀螺仪，指纹识别，双卡双待,1280x720
96969,VIVO X7 PLUS:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96970,vivo x7 plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96971,VIVO:X7 PLUS,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96972,vivo X7 Plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96973,vivo X7 plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96974,X7 PLUS:X7 PLUS,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96975,:VIVO X7 PLUS,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96976,vivo x7 Plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96977,vivo x7 plus:,vivo,vivo,X7 Plus,2000-3999,2798,手机,6.0-5.6英寸,摄影,8核芯片，陀螺仪，指纹识别，双卡双待,
96978,MEIZU:MX6,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
96979,Meizu:MX6,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
96980,:MX6,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
96981,魅族MX6:,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
96982,魅族:MX6,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
96983,魅族 MX6:,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
96984,魅族:mx6,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
96985,魅族mx6:,MEIZU,魅族,MX6,1000-1999,1999,手机,5.5-5.1英寸,,陀螺仪，指纹识别，双卡双待,1920x1080
96986,:ZTE BV0701,ZTE,中兴,小鲜4,1000-1999,1090,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,1920x1080
96987,:HUAWEI MLA-TL00,HUAWEI,华为,G9 Plus,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
96988,HUAWEI:HUAWEI MLA-AL10,HUAWEI,华为,麦芒5,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
96989,:HUAWEI MLA-AL10,HUAWEI,华为,麦芒5,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
96990,:HUAWEI MLA-AL00,HUAWEI,华为,麦芒5,2000-3999,2399,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
96991,imoo:GET,imoo,imoo,imoo get,2000-3999,2998,手机,5.5-5.1英寸,,8核芯片,
96992,imoo:Get,imoo,imoo,imoo get,2000-3999,2998,手机,5.5-5.1英寸,,8核芯片,
96993,IMOO:GET,imoo,imoo,imoo get,2000-3999,2998,手机,5.5-5.1英寸,,8核芯片,
96994,HUAWEI:FRD-AL00,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
96995,HUAWEI:FRD-AL10,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
96996,HUAWEI:FRD-DL00,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
96997,HUAWEI:FRD-TL00,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
96998,honor:FRD-AL00,HUAWEI,华为,荣耀8,2000-3999,2430,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
96999,NUBIA:NX531J,Nubia,努比亚,Z11,2000-3999,2499,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97000,nubia:NX531J,Nubia,努比亚,Z11,2000-3999,2499,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97001,NX531J,Nubia,努比亚,Z11,2000-3999,2499,手机,5.5-5.1英寸,音乐，摄影,8核芯片，陀螺仪，NFC芯片，指纹识别，双卡双待,
97002,:vivo X7,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97003,:VIVO X7,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97004,:vivo X7L,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97005,VIVO:VIVO X7,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97006,:VIVO X7L,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97007,vivo:vivo X7,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97008,VIVO X7,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97009,vivo X7,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97010,VIVO X7:,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97011,vivo X7:,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97012,vivo x7:,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97013,vivo:vivo X7L,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97014,VIVO:VIVO X7L,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97015,ViVO X7:,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97016,:vivo x7,vivo,vivo,X7,2000-3999,2498,手机,5.5-5.1英寸,音乐，摄影,8核芯片，指纹识别，双卡双待,
97017,nubia:NX541J,Nubia,努比亚,N1,1000-1999,1699,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,
97018,NUBIA:NX541J,Nubia,努比亚,N1,1000-1999,1699,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,
97019,HUAWEI:NX541J,Nubia,努比亚,N1,1000-1999,1699,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,
97020,360:1505-A01,Qiku,奇酷,N4s,1000-1999,1199,手机,5.5-5.1英寸,摄影,陀螺仪，指纹识别，双卡双待,
97021,QIKU:1505-A01,Qiku,奇酷,N4s,1000-1999,1199,手机,5.5-5.1英寸,摄影,陀螺仪，指纹识别，双卡双待,
97022,360:QK1505,Qiku,奇酷,N4s,1000-1999,1199,手机,5.5-5.1英寸,摄影,陀螺仪，指纹识别，双卡双待,
97023,samsung:C7000,Samsung,三星,Galaxy C7,2000-3999,2599,手机,6.0-5.6英寸,摄影,8核芯片，双卡双待,1920x1080
97024,Samsung:SM-C7000,Samsung,三星,Galaxy C7,2000-3999,2599,手机,6.0-5.6英寸,摄影,8核芯片，双卡双待,1920x1080
97025,samsung:SM-C7000,Samsung,三星,Galaxy C7,2000-3999,2599,手机,6.0-5.6英寸,摄影,8核芯片，双卡双待,1920x1080
97026,SAMSUNG:SM-C7000,Samsung,三星,Galaxy C7,2000-3999,2599,手机,6.0-5.6英寸,摄影,8核芯片，双卡双待,1920x1080
97027,SM-C7000,Samsung,三星,Galaxy C7,2000-3999,2599,手机,6.0-5.6英寸,摄影,8核芯片，双卡双待,1920x1080
97028,:Hisense E76,Hisense,海信,金盾,1000-1999,1699,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97029,:HISENSE E76,Hisense,海信,金盾,1000-1999,1699,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别，双卡双待,1920x1080
97030,:TCL 750,TCL,TCL,750,1000-1999,1993,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别,
97031,TCL 750,TCL,TCL,750,1000-1999,1993,手机,5.5-5.1英寸,摄影,8核芯片，陀螺仪，指纹识别,
97032,:OPPO A59M,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97033,:OPPO A59m,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97034,OPPO:OPPO A59M,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97035,OPPO:OPPO A59m,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97036,OPPO A59M,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97037,OPPO A59m,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97038,OPPO:A59,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97039,:OPPO A59T,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97040,:OPPO A59t,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97041,:OPPO A59TM,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97042,OPPO A59:,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97043,:OPPO A59,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97044,:OPPO A59tm,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97045,oppo A59:,OPPO,OPPO,A59,1000-1999,1799,手机,5.5-5.1英寸,摄影,8核芯片，指纹识别,
97046,XIAOLAJIAO:LA-S31,YUSUN,语信,小辣椒S31,1000-1999,1399,手机,5.0-4.6英寸,,双卡双待,
97047,xiaolajiao:LA-S31,YUSUN,语信,小辣椒S31,1000-1999,1399,手机,5.0-4.6英寸,,双卡双待,
97048,:ASUS_X008,ASUS,华硕,飞马3,1000-1999,1499,手机,5.5-5.1英寸,摄影,指纹识别，双卡双待,
97049,:ASUS_X008D,ASUS,华硕,飞马3,1000-1999,1499,手机,5.5-5.1英寸,摄影,指纹识别，双卡双待,
97050,:ASUS_X008DA,ASUS,华硕,飞马3,1000-1999,1499,手机,5.5-5.1英寸,摄影,指纹识别，双卡双待,
97051,:SUGAR F7,SUGAR,SUGAR,F7,1000-1999,1999,手机,5.5-5.1英寸,摄影,8核芯片，双卡双待,
97052,:VIVO Y51T L,vivo,vivo,Y51,1000-1999,1298,手机,5.0-4.6英寸,,双卡双待,
97053,nubia:NX535J,Nubia,努比亚,Z11 Max,1000-1999,1999,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,
97054,NUBIA:NX535J,Nubia,努比亚,Z11 Max,1000-1999,1999,手机,5.0-4.6英寸,摄影,8核芯片，指纹识别，双卡双待,
97055,:VIVO X6SPLUS L,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
97056,:vivo X6SPlus L,vivo,vivo,X6s Plus,2000-3999,2998,手机,6.0-5.6英寸,音乐,8核芯片，指纹识别，双卡双待,
97057,MEIZU:M688Q,MEIZU,魅族,魅蓝3,500-999,799,手机,5.0-4.6英寸,,8核芯片，陀螺仪,1280x720
97058,MEIZU:M688U,MEIZU,魅族,魅蓝3,500-999,799,手机,5.0-4.6英寸,,8核芯片，陀螺仪,1280x720
97059,Lenovo:MEIZU-M688Q,MEIZU,魅族,魅蓝3,500-999,799,手机,5.0-4.6英寸,,8核芯片，陀螺仪,1280x720
97060,Meizu:M688U,MEIZU,魅族,魅蓝3,500-999,799,手机,5.0-4.6英寸,,8核芯片，陀螺仪,1280x720
97061,Meizu:M688Q,MEIZU,魅族,魅蓝3,500-999,799,手机,5.0-4.6英寸,,8核芯片，陀螺仪,1280x720
97062,MEIZU:M688M,MEIZU,魅族,魅蓝3,500-999,799,手机,5.0-4.6英寸,,8核芯片，陀螺仪,1280x720
